0 0 433 225
0 95 396 226
0 0 291 290
0 0 427 226
0 106 417 229
0 146 371 333
0 109 291 290
0 148 371 333
34 103 350 252
0 115 300 288
0 149 349 316
61 106 417 237
0 114 291 290
0 0 495 236
0 158 500 333
0 109 350 252
0 0 349 248
0 109 349 252
0 72 358 211
23 116 288 288
169 85 500 333
131 0 500 333
132 0 500 333
36 169 386 310
0 76 337 222
0 52 328 228
0 0 333 252
61 106 493 237
167 38 500 333
167 118 434 333
131 0 500 279
0 52 327 228
0 0 500 232
0 144 342 333
36 102 396 226
21 167 500 333
36 154 352 317
0 0 426 215
26 158 349 316
20 188 416 306
0 107 273 288
17 0 426 210
0 0 496 228
0 148 346 333
0 158 349 316
62 114 419 237
0 49 355 213
0 0 500 228
