0 0 268 333
0 169 500 382
0 170 500 382
260 51 500 283
0 0 287 305
260 54 500 281
260 54 500 283
260 55 500 283
0 175 500 382
86 43 387 252
0 0 251 333
86 40 381 251
25 0 268 301
168 55 472 317
24 170 393 338
78 40 377 247
86 0 500 252
86 0 500 251
54 175 500 382
85 0 500 247
85 47 387 246
136 0 500 283
0 190 500 382
243 54 500 289
86 57 387 252
26 0 287 268
86 40 362 251
260 51 500 314
11 155 382 317
0 0 233 331
260 54 500 314
30 60 281 288
260 55 500 314
30 155 381 317
25 0 268 277
0 0 228 333
55 190 500 382
86 43 355 252
120 0 500 251
25 0 268 273
239 32 500 317
225 0 500 185
221 0 500 187
243 22 500 317
263 54 500 338
198 0 500 317
263 55 500 338
0 175 360 331
