178 237 257 256
177 238 255 256
176 221 248 238
183 238 255 255
147 238 257 256
183 239 254 256
128 216 304 255
117 213 272 252
88 230 259 256
176 216 304 242
180 217 304 242
180 217 359 255
178 238 302 258
177 239 305 257
178 221 383 256
183 239 250 255
178 221 384 258
176 219 388 255
179 221 384 258
182 221 383 256
128 237 250 255
181 221 385 255
180 221 388 255
181 221 383 254
181 219 387 255
183 221 384 254
146 238 302 258
182 219 388 255
147 221 383 256
128 208 304 255
147 221 384 256
180 217 384 255
146 221 384 256
176 216 234 238
146 221 384 258
91 238 257 256
182 217 389 256
176 208 304 242
118 220 358 252
91 237 252 256
177 233 383 257
189 221 385 254
0 221 257 256
180 208 304 242
0 221 259 256
181 230 385 255
177 234 383 256
118 220 382 256
