116 86 500 219
0 139 461 294
45 94 342 215
0 0 432 209
0 132 500 294
175 61 500 294
0 137 500 294
0 138 500 294
0 33 500 199
0 133 326 263
0 139 500 294
0 31 500 199
0 70 416 166
38 137 304 263
0 113 306 294
0 0 500 211
64 170 427 272
38 113 306 234
64 171 427 272
0 0 500 206
188 127 449 270
0 154 500 294
0 160 464 294
0 156 500 294
0 0 500 199
0 160 500 294
175 64 415 193
0 78 298 197
255 96 431 260
0 61 500 157
184 140 455 272
60 123 306 234
0 24 416 166
258 56 500 270
23 24 500 166
251 99 462 279
38 57 432 143
55 61 500 148
0 24 500 166
0 51 250 209
55 70 372 148
63 171 326 263
184 150 396 262
0 31 500 157
0 186 461 294
98 64 432 143
184 155 429 249
251 0 500 279
