47 303 264 363
48 275 298 328
44 296 211 376
49 299 277 356
49 304 262 365
78 280 234 363
0 247 386 383
0 310 268 382
0 221 294 400
123 274 298 349
48 271 298 326
0 242 379 383
47 305 262 364
125 271 298 349
58 274 437 349
0 307 291 400
51 264 500 372
125 275 317 353
0 239 380 383
45 302 277 356
49 302 277 356
40 278 208 356
0 248 379 363
0 309 291 400
47 307 262 364
82 283 293 341
48 271 283 326
51 282 449 353
40 278 250 339
50 273 298 323
0 248 380 362
0 310 291 400
0 265 212 400
50 272 298 323
0 247 380 362
0 309 285 400
0 263 211 400
0 225 287 356
47 293 445 359
48 263 283 328
49 308 268 362
40 280 250 339
0 248 379 400
0 260 212 400
160 275 295 362
0 248 380 400
0 248 380 358
0 309 278 400
